customer_id,age,tenure_months,monthly_spend,support_tickets_90d,email_engagement,prior_discount_user,region,segment,region_north,region_south,region_west,segment_smallbiz,segment_enterprise,treatment,outcome,true_uplift_logit,p_if_treated,p_if_control,pred_uplift
1590,22,76,128.44,3,0.518,0,north,enterprise,1,0,0,0,1,1,0,0.53,0.5706461049026534,0.3733454756302397,0.19730062927241376
6661,24,6,116.65,1,0.5523,0,east,consumer,0,0,0,0,0,0,0,1.0,0.47772300042064275,0.28055767548985333,0.19716532493078942
843,71,75,106.92,3,0.4713,1,east,smallbiz,0,0,0,1,0,0,0,1.05,0.7240959507466801,0.5270046186665079,0.19709133208017215
9803,55,65,92.56,1,0.5808,1,east,consumer,0,0,0,0,0,1,1,0.95,0.673978832091399,0.4769688714206516,0.19700996067074739
1282,61,3,63.43,2,0.4517,0,east,consumer,0,0,0,0,0,1,1,1.18,0.4469993250892926,0.2500045184377127,0.19699480665157987
10869,41,31,134.76,1,0.8057,0,west,smallbiz,0,0,1,1,0,0,0,0.87,0.6908623510399531,0.4938924587379813,0.19696989230197176
174,60,59,110.94,3,0.4902,0,north,consumer,1,0,0,0,0,0,0,0.83,0.6063216078879369,0.4094844904510196,0.19683711743691729
2955,36,53,113.11,1,0.6215,1,east,consumer,0,0,0,0,0,0,1,0.95,0.6801150287487268,0.48357649667002467,0.1965385320787021
8425,24,104,120.43,3,0.582,1,east,enterprise,0,0,0,0,1,0,0,0.83,0.6216947424315606,0.4254764998227739,0.19621824260878673
9858,60,108,73.02,0,0.5586,1,north,smallbiz,1,0,0,1,0,1,1,0.87,0.7044226785366582,0.5083516451844335,0.19607103335222464
2303,52,10,96.6,1,0.54,0,west,consumer,0,0,1,0,0,1,0,1.0,0.5383350519502804,0.3423321497191205,0.1960029022311599
2394,33,16,117.56,0,0.2311,1,east,consumer,0,0,0,0,0,1,1,0.65,0.45857609210538886,0.26262281061059495,0.1959532814947939
2928,38,109,71.56,2,0.4896,0,north,consumer,1,0,0,0,0,0,0,0.53,0.5254007015064324,0.32949139668816974,0.19590930481826263
6118,32,4,124.64,2,0.4739,0,south,consumer,0,1,0,0,0,1,1,1.18,0.4422553937331141,0.24640664894357373,0.1958487447895404
8235,40,16,132.37,2,0.4499,0,east,enterprise,0,0,0,0,1,1,0,0.53,0.463647784668964,0.2678692486968075,0.1957785359721565
10243,51,11,191.6,0,0.5253,0,north,consumer,1,0,0,0,0,0,1,0.82,0.5957456981432872,0.4000658344879997,0.19567986365528744
3541,61,53,62.86,2,0.7576,0,west,consumer,0,0,1,0,0,0,1,0.83,0.6372411759641096,0.4416116140248284,0.19562956193928116
3177,54,89,221.3,0,0.7216,1,north,enterprise,1,0,0,0,1,1,1,0.47,0.7927429031952841,0.5971426652873643,0.1956002379079198
893,49,30,138.92,2,0.6881,0,south,smallbiz,0,1,0,1,0,1,1,1.05,0.6424100515559286,0.4468562894410371,0.19555376211489145
10381,61,2,115.7,1,0.2017,0,east,enterprise,0,0,0,0,1,1,0,0.35,0.4614067364865383,0.26606442365391864,0.19534231283261966
4952,23,28,161.02,1,0.3582,1,east,smallbiz,0,0,0,1,0,0,0,0.52,0.5671583147059353,0.3725697821430206,0.19458853256291464
2243,45,78,137.21,3,0.597,0,east,consumer,0,0,0,0,0,1,1,0.53,0.5793781460972595,0.38486132636021964,0.19451681973703983
3536,25,46,228.16,1,0.6108,1,north,enterprise,1,0,0,0,1,0,1,0.77,0.7191529127390776,0.5249947145520143,0.19415819818706326
4706,33,97,50.71,0,0.4826,1,north,consumer,1,0,0,0,0,0,0,0.65,0.5413099228343633,0.34729668742329634,0.19401323541106696
8566,54,53,126.44,2,0.7095,0,west,consumer,0,0,1,0,0,0,0,0.83,0.637444791050547,0.4434416174103721,0.1940031736401749
3426,74,52,76.07,3,0.7211,1,south,consumer,0,1,0,0,0,1,0,1.13,0.6864512903181047,0.4928720651452096,0.1935792251728951
5912,39,45,63.85,2,0.4763,0,west,consumer,0,0,1,0,0,0,0,0.83,0.5020326251548509,0.3084736878606899,0.19355893729416102
4115,37,48,121.56,2,0.4757,1,west,enterprise,0,0,1,0,1,0,0,1.13,0.646394448644614,0.45293021270475703,0.193464235939857
8490,60,38,138.47,1,0.6291,0,south,consumer,0,1,0,0,0,0,1,0.65,0.6557038114558115,0.4622416559888985,0.19346215546691298
10433,34,44,141.63,2,0.77,0,west,consumer,0,0,1,0,0,1,0,0.83,0.654445876613457,0.46111642067918573,0.19332945593427125
682,28,105,90.07,3,0.4769,1,west,consumer,0,0,1,0,0,1,0,0.83,0.5706599634298128,0.3773364314225651,0.19332353200724772
3737,41,102,111.32,3,0.2779,1,east,smallbiz,0,0,0,1,0,1,0,0.4,0.535827631829779,0.34256021208634774,0.19326741974343126
8980,50,77,140.35,3,0.596,0,east,consumer,0,0,0,0,0,1,0,0.53,0.5823216721274163,0.38905632516365807,0.1932653469637582
911,63,119,138.41,0,0.5688,1,west,consumer,0,0,1,0,0,1,1,0.65,0.7479523082472397,0.5547304377914897,0.19322187045575
11947,47,6,117.05,5,0.2411,0,north,consumer,1,0,0,0,0,1,1,0.53,0.33443711345032695,0.14126805405629544,0.1931690593940315
257,58,114,163.11,0,0.8168,1,north,consumer,1,0,0,0,0,1,1,0.65,0.7845684745734818,0.591445031799554,0.1931234427739278
9600,62,105,149.2,3,0.6958,0,east,consumer,0,0,0,0,0,1,1,0.53,0.6303319397765293,0.43726193565902816,0.1930700041175012
2515,26,48,148.35,3,0.5479,0,east,smallbiz,0,0,0,1,0,0,0,1.05,0.5652212189281554,0.3721579528043146,0.19306326612384078
1498,63,55,83.0,2,0.5757,0,north,enterprise,1,0,0,0,1,1,0,0.83,0.6501984053224038,0.4574917465529894,0.1927066587694144
2326,66,69,85.66,3,0.4792,0,east,enterprise,0,0,0,0,1,1,1,0.83,0.6068461870149267,0.41424975865967534,0.19259642835525131
10592,53,103,170.82,1,0.6651,1,north,consumer,1,0,0,0,0,0,1,0.65,0.7582996260174508,0.5660057452851577,0.19229388073229314
8030,52,113,113.42,1,0.6774,1,north,consumer,1,0,0,0,0,0,1,0.65,0.7037431349800485,0.5115382168243525,0.19220491815569596
6233,29,18,119.06,1,0.3334,0,north,smallbiz,1,0,0,1,0,0,0,0.57,0.45778102677556265,0.26559915694016667,0.19218186983539598
3701,29,31,174.25,4,0.7311,0,south,consumer,0,1,0,0,0,1,0,0.83,0.5368588447015397,0.3449374879442798,0.19192135675725985
2732,49,11,173.26,2,0.5211,0,south,consumer,0,1,0,0,0,1,0,1.18,0.5453737046374136,0.3535521971198781,0.19182150751753552
9210,59,52,211.12,1,0.7327,1,west,smallbiz,0,0,1,1,0,1,1,0.99,0.8137878641298947,0.6221084173147576,0.19167944681513704
43,59,63,113.74,0,0.6309,0,west,consumer,0,0,1,0,0,0,0,0.65,0.6777127264253033,0.48614937479711584,0.1915633516281875
4563,22,8,106.96,1,0.6026,0,west,consumer,0,0,1,0,0,1,0,1.0,0.5139366474929169,0.3224713148423591,0.19146533265055782
2663,29,10,150.94,0,0.4438,1,east,consumer,0,0,0,0,0,1,1,0.65,0.5138156420289094,0.32248537848539094,0.19133026354351845
7297,35,29,155.46,2,0.5741,0,east,smallbiz,0,0,0,1,0,0,0,1.05,0.5707837623880826,0.3796818251045431,0.19110193728353947
5767,37,15,149.9,2,0.3603,1,east,enterprise,0,0,0,0,1,0,1,0.83,0.46335865731421017,0.2723597279555218,0.19099892935868834
10985,69,94,73.55,3,0.5314,1,south,consumer,0,1,0,0,0,0,1,0.83,0.6612451830644823,0.47024663733055133,0.190998545733931
9445,62,86,173.05,0,0.6829,1,east,enterprise,0,0,0,0,1,0,1,0.65,0.7912694023995154,0.6004536487238573,0.19081575367565806
516,26,14,187.95,2,0.6926,0,north,consumer,1,0,0,0,0,1,0,1.0,0.5630417141290781,0.3725794022434109,0.1904623118856672
9337,42,14,105.71,1,0.4347,1,east,consumer,0,0,0,0,0,0,0,0.65,0.49904641274488576,0.30865023272902725,0.1903961800158585
7069,55,10,168.12,2,0.4763,0,west,enterprise,0,0,1,0,1,1,1,1.18,0.5537757081811362,0.36344063204487337,0.19033507613626283
5852,53,57,133.62,2,0.6164,0,west,consumer,0,0,1,0,0,0,1,0.83,0.6300561951583175,0.4400388231190206,0.19001737203929686
654,65,102,82.19,0,0.5799,1,west,smallbiz,0,0,1,1,0,0,0,0.87,0.7273789894096279,0.5375484184139202,0.18983057099570766
6449,31,46,74.46,2,0.6661,0,north,consumer,1,0,0,0,0,1,0,0.83,0.5746068726919713,0.38488005952606386,0.18972681316590745
3522,39,43,165.65,0,0.7401,1,south,consumer,0,1,0,0,0,1,1,0.95,0.7315052854475691,0.5419500222245438,0.1895552632230253
7075,60,36,217.99,3,0.733,0,north,consumer,1,0,0,0,0,1,1,0.65,0.6555232934597324,0.4660570834717035,0.18946620998802888
1726,64,11,108.9,1,0.3384,1,north,consumer,1,0,0,0,0,1,1,0.65,0.5442406748477576,0.3548728641761612,0.18936781067159641
7330,34,10,199.32,3,0.1239,1,north,smallbiz,1,0,0,1,0,0,0,0.87,0.475064069723289,0.28577993011955594,0.18928413960373308
2100,34,36,133.71,2,0.7899,0,south,enterprise,0,1,0,0,1,0,1,0.83,0.6255395471036358,0.43626141924690215,0.18927812785673365
5662,33,8,197.39,1,0.7556,0,east,consumer,0,0,0,0,0,1,0,0.82,0.5866584586588756,0.3974467170408729,0.18921174161800264
9231,51,6,162.52,1,0.5527,0,east,consumer,0,0,0,0,0,0,0,1.0,0.5698202193297484,0.3807924084568496,0.18902781087289877
11042,45,49,135.01,1,0.667,0,east,consumer,0,0,0,0,0,0,0,0.65,0.6503899703618902,0.4614913963558442,0.18889857400604598
1749,65,18,113.97,1,0.1611,1,east,smallbiz,0,0,0,1,0,1,0,0.87,0.5303459839462925,0.3416569181060136,0.1886890658402789
546,23,72,82.35,1,0.5231,1,east,smallbiz,0,0,0,1,0,1,1,1.17,0.6232981334504573,0.4346969038805358,0.18860122956992148
6184,71,65,78.77,3,0.8435,0,east,consumer,0,0,0,0,0,1,0,0.83,0.6794694281974822,0.4909124141945326,0.18855701400294966
972,44,107,62.03,1,0.5878,1,north,consumer,1,0,0,0,0,0,1,0.65,0.5797324527759018,0.3912046216287663,0.1885278311471355
4139,69,32,187.58,1,0.4881,1,north,consumer,1,0,0,0,0,0,1,0.77,0.7618731590743312,0.5733927165079726,0.18848044256635854
11315,64,61,68.77,1,0.6643,1,west,consumer,0,0,1,0,0,1,1,0.95,0.6839530324672917,0.49550018767869364,0.18845284478859803
5538,67,68,204.75,2,0.6278,1,east,smallbiz,0,0,0,1,0,1,1,1.17,0.814527174066447,0.6263511507214914,0.18817602334495565
6172,38,12,85.11,4,0.1254,1,south,smallbiz,0,1,0,1,0,0,0,1.05,0.3613075446824648,0.17319421975202184,0.18811332493044294
6168,63,25,115.27,0,0.4481,0,north,enterprise,1,0,0,0,1,1,0,0.0,0.5608183613376951,0.37282884791265525,0.1879895134250399
1999,36,63,47.53,3,0.8747,0,north,smallbiz,1,0,0,1,0,1,1,1.05,0.604667918601565,0.4166831010284971,0.1879848175730679
10671,36,69,87.37,0,0.6685,0,west,consumer,0,0,1,0,0,0,1,0.65,0.6156017920065612,0.42768781156745905,0.18791398043910212
4491,31,44,111.0,0,0.7465,1,north,smallbiz,1,0,0,1,0,1,1,1.17,0.7221689176647436,0.5345743046233918,0.18759461304135172
7205,21,28,102.01,3,0.5484,0,east,consumer,0,0,0,0,0,1,0,0.83,0.45210024930292236,0.2645197266312869,0.18758052267163544
8822,41,61,63.07,0,0.6409,1,east,consumer,0,0,0,0,0,0,1,0.95,0.6232730288812907,0.43571270817601043,0.18756032070528023
7875,36,2,110.24,1,0.3655,0,south,smallbiz,0,1,0,1,0,1,1,0.57,0.4430099312780022,0.25552530289199593,0.18748462838600627
9312,68,33,95.0,4,0.6113,0,north,consumer,1,0,0,0,0,1,1,0.83,0.5930694877406775,0.4056015414873434,0.18746794625333407
2043,62,61,81.19,1,0.6284,1,south,consumer,0,1,0,0,0,1,1,0.95,0.6754700011267071,0.48822463524614135,0.18724536588056573
4653,39,103,122.2,3,0.6877,0,east,enterprise,0,0,0,0,1,1,0,0.53,0.5980378418454294,0.4110201819868377,0.1870176598585917
4647,62,94,165.55,1,0.6556,1,north,consumer,1,0,0,0,0,0,1,0.65,0.7772699488640947,0.5902999859215735,0.18696996294252122
8736,53,53,98.89,3,0.5444,0,north,enterprise,1,0,0,0,1,0,0,0.83,0.6047721483049223,0.41793312184168585,0.18683902646323647
4496,55,9,84.17,3,0.3524,1,east,consumer,0,0,0,0,0,1,0,0.83,0.40769729042482744,0.22097472782047617,0.18672256260435127
7089,28,4,152.77,1,0.3844,1,east,enterprise,0,0,0,0,1,0,0,0.65,0.4823306733162556,0.2958066726103054,0.1865240007059502
5260,34,104,150.71,2,0.5612,1,east,consumer,0,0,0,0,0,1,0,0.83,0.6663778664996722,0.4800418920157902,0.18633597448388206
5743,69,20,129.24,3,0.3825,1,west,smallbiz,0,0,1,1,0,1,0,1.05,0.5444637194412002,0.3587572986854401,0.1857064207557601
10397,62,59,96.47,3,0.4817,0,north,enterprise,1,0,0,0,1,1,1,0.83,0.6122100791232027,0.4267027739563492,0.1855073051668535
555,75,79,153.23,2,0.5118,1,west,consumer,0,0,1,0,0,0,0,0.83,0.7787970545353133,0.593379320151581,0.18541773438373232
7358,36,49,99.04,3,0.5919,0,east,consumer,0,0,0,0,0,0,1,0.83,0.5485661594074708,0.36317511037607186,0.1853910490313989
11789,50,118,238.84,2,0.914,1,east,smallbiz,0,0,0,1,0,0,1,0.87,0.7915113258879294,0.606135120524636,0.18537620536329336
6928,36,19,179.91,2,0.706,0,south,consumer,0,1,0,0,0,0,0,1.18,0.5661444539519349,0.38076971742030385,0.18537473653163106
225,60,58,123.87,0,0.6516,0,west,consumer,0,0,1,0,0,0,0,0.65,0.6781584423940666,0.4928132430622915,0.18534519933177512
11714,52,27,219.35,3,0.5454,0,north,smallbiz,1,0,0,1,0,1,1,0.87,0.5797231498326093,0.3944024385920511,0.1853207112405582
4572,26,21,83.52,2,0.4954,0,south,consumer,0,1,0,0,0,0,0,1.18,0.4339188557904855,0.24874277223530905,0.18517608355517645
1792,69,15,43.9,3,0.3393,1,north,smallbiz,1,0,0,1,0,0,0,1.05,0.49446478253088716,0.3093178636541204,0.18514691887676676
8311,23,11,59.73,1,0.4906,0,west,consumer,0,0,1,0,0,0,0,1.0,0.45666827729894854,0.2716096837307218,0.18505859356822674
6799,47,115,73.34,5,0.4479,1,east,consumer,0,0,0,0,0,1,1,0.18,0.4571119798561882,0.2722693568617915,0.1848426229943967
7596,63,35,85.76,2,0.5724,0,south,consumer,0,1,0,0,0,0,0,0.83,0.5688105162640443,0.3839904913980252,0.18482002486601912
11821,60,40,112.31,2,0.633,0,south,consumer,0,1,0,0,0,1,0,0.83,0.6141310840604978,0.4296338024528437,0.18449728160765405
446,57,68,152.28,0,0.6592,0,east,consumer,0,0,0,0,0,1,1,0.65,0.6968402993186699,0.5124165163726054,0.18442378294606443
5906,29,40,104.66,3,0.088,1,east,smallbiz,0,0,0,1,0,1,1,0.7,0.4562691295790437,0.2719836113921636,0.1842855181868801
6751,60,104,96.4,1,0.5274,1,north,smallbiz,1,0,0,1,0,1,1,0.87,0.7325290881957791,0.5483945751581447,0.1841345130376344
11532,43,9,64.37,4,0.2019,1,west,consumer,0,0,1,0,0,1,1,0.83,0.3631323185500654,0.17902886214900815,0.18410345640105724
3763,52,55,124.77,3,0.5876,0,west,consumer,0,0,1,0,0,1,0,0.83,0.5725238630954032,0.38847072378123554,0.1840531393141676
1476,37,72,82.34,3,0.2897,1,north,smallbiz,1,0,0,1,0,0,1,0.7,0.4786438070334246,0.29471496011490683,0.18392884691851774
7299,44,7,145.54,4,0.2184,0,east,smallbiz,0,0,0,1,0,1,0,0.75,0.3652272982630054,0.181350449986662,0.18387684827634337
992,51,2,110.82,0,0.2158,0,south,enterprise,0,1,0,0,1,1,1,0.35,0.4314978758918154,0.24769552451554513,0.18380235137627024
4462,39,28,156.48,0,0.5955,0,east,smallbiz,0,0,0,1,0,0,1,0.87,0.6042264109072323,0.4205096059145796,0.1837168049926527
9175,44,16,112.57,1,0.4486,0,north,consumer,1,0,0,0,0,0,1,0.35,0.4644690771933713,0.2807757393833524,0.18369333781001895
4328,44,27,117.59,5,0.3641,1,west,consumer,0,0,1,0,0,1,0,0.48,0.42668853725837136,0.24300311006090644,0.18368542719746492
5756,43,83,185.15,1,0.669,1,east,enterprise,0,0,0,0,1,0,0,0.47,0.7586929838231207,0.5750076256454706,0.18368535817765008
10138,36,51,30.24,1,0.4717,1,east,smallbiz,0,0,0,1,0,0,1,1.17,0.5806270779527561,0.39700878202109857,0.18361829593165757
10217,52,95,106.32,0,0.5958,1,west,consumer,0,0,1,0,0,0,0,0.65,0.6984744166820899,0.5149740273874996,0.18350038929459023
2458,72,24,169.72,2,0.6669,0,east,consumer,0,0,0,0,0,0,0,0.83,0.6802108216946859,0.49671080071467494,0.183500020980011
9099,46,66,67.75,1,0.5657,0,east,consumer,0,0,0,0,0,1,1,0.65,0.5657444443473224,0.3822861129523007,0.1834583313950217
6468,26,110,86.59,0,0.8035,1,north,consumer,1,0,0,0,0,0,0,0.65,0.6274687234670565,0.444140771491981,0.1833279519750755
8606,75,74,139.33,0,0.5592,1,south,smallbiz,0,1,0,1,0,1,1,0.87,0.7941231619299287,0.6108017930318601,0.1833213688980686
5342,54,9,57.11,3,0.2565,0,south,smallbiz,0,1,0,1,0,0,0,0.75,0.35012255765959516,0.16680543864028977,0.1833171190193054
2590,40,78,73.85,2,0.2933,1,east,smallbiz,0,0,0,1,0,0,1,0.4,0.4802910695466789,0.29701990614513996,0.18327116340153893
4748,34,49,148.16,2,0.6352,0,north,consumer,1,0,0,0,0,0,1,0.83,0.6428201119662363,0.45959515183890737,0.18322496012732897
7581,21,75,131.89,2,0.5958,1,south,consumer,0,1,0,0,0,1,1,0.83,0.6608581324139954,0.47787290632332646,0.18298522609066892
5886,65,9,85.37,3,0.4522,0,north,consumer,1,0,0,0,0,1,0,1.18,0.44961023407840267,0.2667038959428113,0.18290633813559137
10600,26,78,73.98,1,0.8637,1,west,enterprise,0,0,1,0,1,1,1,0.65,0.6447520793538036,0.4618841228447445,0.18286795650905913
11964,50,29,110.99,1,0.5407,0,east,consumer,0,0,0,0,0,1,0,0.65,0.549672949861131,0.3668688724543213,0.1828040774068097
188,41,73,94.56,2,0.6613,1,north,consumer,1,0,0,0,0,1,0,0.83,0.6793714855837878,0.4966417225079271,0.1827297630758607
10108,27,51,128.62,2,0.6208,0,north,consumer,1,0,0,0,0,1,0,0.83,0.6321962758606755,0.4494724380285538,0.1827238378321217
1554,55,48,135.83,3,0.3362,1,north,smallbiz,1,0,0,1,0,0,0,0.7,0.5870030223019304,0.4042980016774912,0.18270502062443916
4073,66,94,136.4,1,0.5954,1,west,enterprise,0,0,1,0,1,0,1,0.65,0.7680534088491714,0.5854523547521036,0.18260105409706784
3946,61,63,196.44,5,0.5401,0,east,consumer,0,0,0,0,0,0,1,0.65,0.5684443192660551,0.3858809370301671,0.18256338223588797
10221,40,12,52.41,3,0.3832,1,north,consumer,1,0,0,0,0,0,0,0.83,0.36985707908305876,0.18740166615178905,0.1824554129312697
1699,40,47,158.94,3,0.596,0,south,consumer,0,1,0,0,0,0,1,0.83,0.5553853571989763,0.37308013665986345,0.18230522053911286
1623,71,76,87.77,2,0.5698,1,west,consumer,0,0,1,0,0,0,1,0.83,0.7245053899581259,0.5422261056015247,0.18227928435660112
11954,62,9,144.85,2,0.4488,0,west,consumer,0,0,1,0,0,1,1,0.53,0.5121504493546195,0.32987794088105166,0.18227250847356785
7099,34,62,84.72,2,0.675,0,south,consumer,0,1,0,0,0,1,0,0.83,0.5704022061605925,0.38823906174253703,0.18216314441805542
10911,54,43,118.0,2,0.5107,0,east,consumer,0,0,0,0,0,1,1,0.83,0.5824327840101827,0.40056188427393946,0.18187089973624326
51,62,13,105.39,2,0.2028,0,south,enterprise,0,1,0,0,1,1,1,0.53,0.43149735338489403,0.25034863561976145,0.18114871776513258
9984,68,86,80.05,3,0.6327,1,south,consumer,0,1,0,0,0,0,1,0.83,0.677324057183735,0.4963166422946882,0.1810074148890468
5127,34,21,265.55,1,0.3301,1,south,smallbiz,0,1,0,1,0,1,0,0.69,0.5488836805602133,0.3678861572686689,0.1809975232915444
10235,65,115,155.95,2,0.5356,1,west,smallbiz,0,0,1,1,0,0,1,1.05,0.7667072548109588,0.5858189267950774,0.1808883280158814
5203,67,92,155.38,0,0.6704,1,east,consumer,0,0,0,0,0,0,0,0.65,0.797070219892075,0.616253253805137,0.1808169660869381
3569,62,31,125.56,1,0.7647,0,east,smallbiz,0,0,0,1,0,0,0,0.87,0.682197252372872,0.501387648187825,0.180809604185047
3781,24,10,66.04,1,0.1792,1,north,smallbiz,1,0,0,1,0,0,0,0.87,0.4123303482346465,0.23181218526799965,0.18051816296664683
1115,31,84,107.9,2,0.7707,1,west,consumer,0,0,1,0,0,1,1,0.83,0.6947105596117997,0.5143457300739501,0.1803648295378496
595,38,113,150.29,0,0.4984,1,west,consumer,0,0,1,0,0,0,1,0.65,0.679789661707029,0.4995687477314078,0.18022091397562123
8571,72,40,178.62,1,0.5211,1,east,smallbiz,0,0,0,1,0,0,0,1.17,0.7997825451248075,0.6195719645511194,0.1802105805736881
2217,45,19,178.12,3,0.1455,1,south,smallbiz,0,1,0,1,0,0,0,1.05,0.48156538939333765,0.3017439480540711,0.17982144133926653
11540,62,27,114.01,3,0.4503,0,south,consumer,0,1,0,0,0,0,1,0.83,0.4639888096098722,0.2842144539223176,0.17977435568755462
10654,54,84,190.6,2,0.6009,1,east,consumer,0,0,0,0,0,0,1,0.65,0.7532476765615967,0.5735222595877666,0.17972541697383015
10516,44,43,106.17,2,0.6075,0,north,consumer,1,0,0,0,0,0,1,0.83,0.6024648001106534,0.42278331852083995,0.17968148158981345
78,33,27,156.41,0,0.3919,1,north,consumer,1,0,0,0,0,1,1,0.3,0.539018683036585,0.35972819285279817,0.1792904901837868
3874,47,26,140.59,2,0.4122,1,west,consumer,0,0,1,0,0,0,0,0.48,0.5550218108751911,0.37590809237574985,0.17911371849944124
1473,45,17,128.71,4,0.2427,0,west,smallbiz,0,0,1,1,0,1,0,0.75,0.3714853160846683,0.19242972732400326,0.17905558876066502
11323,49,3,164.94,1,0.3595,1,east,consumer,0,0,0,0,0,0,0,0.65,0.5577035761596015,0.3786781718172412,0.1790254043423603
8525,44,14,164.76,1,0.2184,1,east,smallbiz,0,0,0,1,0,0,0,0.87,0.5605760078547534,0.3817472630380007,0.17882874481675265
11629,48,1,115.39,1,0.4309,0,east,enterprise,0,0,0,0,1,1,0,0.35,0.44813806301878345,0.26951726057130215,0.1786208024474813
5186,56,105,123.06,0,0.4881,1,west,consumer,0,0,1,0,0,0,0,0.65,0.6998788273692463,0.5213386890563786,0.17854013831286775
6563,47,28,92.81,3,0.1823,1,west,consumer,0,0,1,0,0,1,0,0.48,0.41032836499168207,0.23181953102969668,0.17850883396198539
1719,43,27,144.46,2,0.24,1,north,consumer,1,0,0,0,0,1,0,0.48,0.49832909698105304,0.3199017179927265,0.17842737898832656
11204,24,16,122.72,5,0.3585,0,west,smallbiz,0,0,1,1,0,0,0,0.75,0.3767625713692777,0.19846925458828393,0.17829331678099378
7416,57,111,48.46,3,0.6712,0,east,consumer,0,0,0,0,0,0,0,0.53,0.5611499922980131,0.382980717092589,0.17816927520542408
1642,23,79,61.83,1,0.5096,1,east,smallbiz,0,0,0,1,0,1,1,0.87,0.5703926457642171,0.39224381587706175,0.17814882988715536
5977,72,9,128.41,3,0.465,0,east,consumer,0,0,0,0,0,0,0,1.18,0.5118212781156162,0.33380974357093274,0.17801153454468344
4711,36,77,74.62,0,0.4678,1,east,consumer,0,0,0,0,0,1,1,0.65,0.5551000883839193,0.3772533790462616,0.17784670933765773
2845,46,16,150.96,2,0.4542,0,west,consumer,0,0,1,0,0,1,1,1.18,0.4835514856323023,0.30573035670384513,0.1778211289284572
9767,40,86,117.83,0,0.5534,1,west,consumer,0,0,1,0,0,0,1,0.65,0.672601097881119,0.4948988121574075,0.1777022857237115
298,45,111,87.27,1,0.6463,1,south,consumer,0,1,0,0,0,0,0,0.65,0.6422377112475324,0.4646602544863093,0.17757745676122305
8650,32,27,120.87,1,0.6033,0,south,smallbiz,0,1,0,1,0,1,1,0.87,0.5559739206159207,0.3784430125723107,0.17753090804360994
5437,43,11,74.03,3,0.4103,1,west,consumer,0,0,1,0,0,1,0,0.83,0.40543680433110213,0.22799930400580806,0.17743750032529407
1918,47,44,119.86,3,0.1401,1,north,enterprise,1,0,0,0,1,0,0,0.48,0.48204582322120076,0.30484997713687,0.17719584608433075
1128,56,114,80.84,3,0.849,0,north,smallbiz,1,0,0,1,0,1,1,0.75,0.6366342626336933,0.4594427247658239,0.1771915378678694
1197,60,49,113.51,1,0.4783,0,east,enterprise,0,0,0,0,1,1,1,0.65,0.6286039429995705,0.4514537165499618,0.17715022644960865
7652,50,6,65.16,4,0.1873,0,north,consumer,1,0,0,0,0,1,0,0.53,0.30616188602178046,0.1294221089051595,0.17673977711662095
11944,23,28,97.05,2,0.5824,0,north,smallbiz,1,0,0,1,0,1,0,1.05,0.5274526597271384,0.35076632000335606,0.17668633972378234
11661,42,6,142.56,3,0.2906,0,north,enterprise,1,0,0,0,1,0,0,0.53,0.37932020999797716,0.202636512948229,0.17668369704974818
3537,22,32,62.65,0,0.6975,0,north,consumer,1,0,0,0,0,0,1,0.65,0.5427280665772873,0.366159796835055,0.17656826974223233
2422,62,62,67.85,0,0.6772,0,north,consumer,1,0,0,0,0,1,0,0.65,0.6579289633755352,0.4814999472410185,0.17642901613451667
7369,25,73,80.63,1,0.5425,0,east,consumer,0,0,0,0,0,1,1,0.35,0.5197884840884376,0.34346669389720913,0.17632179019122846
2475,26,64,92.08,2,0.2824,1,north,smallbiz,1,0,0,1,0,1,0,0.7,0.5243906468067698,0.348084564678549,0.17630608212822085
9546,21,51,74.65,0,0.622,0,west,enterprise,0,0,1,0,1,0,0,0.65,0.5943798732011206,0.4180829477456665,0.1762969254554541
7064,21,77,152.81,3,0.5986,0,east,consumer,0,0,0,0,0,0,0,0.53,0.5381914332257991,0.3621288651097683,0.17606256811603077
7374,40,103,168.88,2,0.6399,1,north,enterprise,1,0,0,0,1,1,1,0.83,0.7211558453641034,0.5451537491267018,0.1760020962374016
3841,68,69,120.05,2,0.5359,1,north,consumer,1,0,0,0,0,1,1,1.13,0.7525134955907856,0.5766514449884526,0.17586205060233306
422,59,4,117.93,1,0.2802,1,east,consumer,0,0,0,0,0,0,0,0.65,0.5153788494380547,0.3396816807595791,0.17569716867847557
1734,68,63,183.08,0,0.4799,1,south,consumer,0,1,0,0,0,1,1,0.77,0.7731182435553977,0.5975237651900644,0.17559447836533326
7735,21,38,69.42,1,0.4552,1,east,smallbiz,0,0,0,1,0,0,1,1.17,0.5284339532671274,0.3529458420282971,0.1754881112388303
1994,56,89,92.81,2,0.5784,1,east,consumer,0,0,0,0,0,1,0,0.83,0.6789322643543888,0.5035339407170055,0.17539832363738328
326,33,41,149.34,2,0.6622,0,east,consumer,0,0,0,0,0,1,0,0.83,0.6138726828442244,0.4385050845683213,0.17536759827590304
6087,45,85,60.27,1,0.7653,1,north,consumer,1,0,0,0,0,1,1,0.65,0.6377696190969105,0.46255981769316745,0.1752098014037431
9002,22,44,121.87,3,0.5692,0,east,enterprise,0,0,0,0,1,0,0,0.83,0.5234486310365386,0.34830217592699375,0.17514645510954485
