id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,customer_id,prior_accepts,accepted_any_prior,response_last_campaign,campaign_touch_total,children,total_spend,high_recency,web_loyal,store_loyal,deal_engaged,web_heavy,catalog_engaged,revenue_band,education_phd,education_master,education_graduation,married,single,treatment,outcome,true_uplift_logit,p_if_treated,p_if_control,pred_uplift
4543,1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,4543,1,True,0,2,0,1919,0,0,1,0,0,1,11,0,0,1,1,0,1,1,0.84,0.8340045465434494,0.5789734630743236,0.25503108346912573
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,8911,0,False,0,1,1,702,1,1,1,1,0,1,11,1,0,0,1,0,1,1,0.87,0.6562430319230798,0.40138628953648353,0.2548567423865962
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,3,11,0,5453,1,True,0,2,0,2352,1,0,1,0,0,1,11,0,1,0,1,0,1,1,1.23,0.8552257185720951,0.6008317317937174,0.25439398677837766
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,4137,0,False,0,1,0,1076,1,1,0,0,0,1,11,0,0,1,1,0,1,1,0.81,0.6948804419112135,0.4411382642066565,0.2537421777045569
8143,1985,PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,8143,2,True,1,3,0,265,0,0,1,0,0,0,11,1,0,0,0,1,0,0,1.31,0.5687464704606435,0.3154173362122206,0.2533291342484229
6421,1961,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,6421,1,True,0,2,0,2116,0,0,1,0,0,1,11,0,0,1,1,0,1,1,0.84,0.8496844388139144,0.597580334414335,0.2521041043995794
3139,1982,2n Cycle,Single,74116.0,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,3139,1,True,0,2,0,2052,0,0,1,0,0,1,11,0,0,0,0,1,0,1,0.62,0.810085030662982,0.558555559958185,0.25152947070479703
9743,1955,Graduation,Married,76998.0,0,1,2013-01-11,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,3,11,0,9743,1,True,0,2,1,1910,0,1,1,0,0,1,11,0,0,1,1,0,1,0,0.84,0.821213860999987,0.5707701076140796,0.2504437533859074
5721,1956,PhD,Married,84117.0,0,0,2014-05-11,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,3,11,0,5721,1,True,0,2,0,1566,0,1,1,0,0,1,11,1,0,0,1,0,0,1,0.62,0.844068738921916,0.5936362634287862,0.25043247549312986
6343,1959,Graduation,Married,79823.0,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,3,11,0,6343,1,True,0,2,1,1518,1,1,1,0,0,1,11,0,0,1,1,0,1,1,1.29,0.8410398327577676,0.5917425074736314,0.24929732528413617
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,3,11,0,1081,0,False,0,1,3,1019,1,1,1,1,0,1,11,1,0,0,1,0,1,1,0.6900000000000001,0.6857821370927386,0.4370140416594506,0.24876809543328798
6977,1974,Graduation,Together,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,6977,1,True,0,2,1,1921,0,1,1,0,0,1,11,0,0,1,1,0,1,1,0.84,0.8040164268419466,0.5558116036766801,0.24820482316526649
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,6770,1,True,1,2,1,68,1,0,0,0,0,0,11,0,0,1,1,0,0,0,1.8,0.5236581499079737,0.2758467008955029,0.24781144901247076
1215,1978,Graduation,Together,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,1215,1,True,0,2,0,1572,0,1,1,0,0,1,11,0,0,1,1,0,1,1,0.84,0.8165151425280052,0.5690658709604028,0.24744927156760232
3010,1989,Master,Together,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,3010,3,True,0,4,0,2069,0,0,1,0,0,1,11,0,1,0,1,0,0,1,1.14,0.8493157619169034,0.6049458424401484,0.24436991947675502
4637,1954,PhD,Single,74637.0,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0,4637,1,True,0,2,0,1650,0,1,1,0,0,1,11,1,0,0,0,1,1,1,0.62,0.8289879699767555,0.5852753302082239,0.24371263976853164
5872,1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,3,11,0,5872,0,False,0,1,1,639,1,0,1,1,0,1,11,0,0,1,0,1,0,0,1.09,0.652568786544309,0.4116900836078398,0.24087870293646924
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,944,0,False,0,1,1,393,1,0,1,0,0,0,11,0,0,1,1,0,0,1,0.67,0.612175452070623,0.3727991821552195,0.23937626991540345
1092,1980,Graduation,Married,61014.0,0,1,2012-08-11,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,3,11,0,1092,0,False,0,1,1,1147,1,1,0,1,0,1,11,0,0,1,1,0,1,0,1.09,0.6269270755251415,0.38812674542956344,0.23880033009557805
2162,1976,Graduation,Married,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,3,11,0,2162,0,False,0,1,1,561,1,0,1,0,0,1,11,0,0,1,1,0,0,0,0.81,0.6245696629154284,0.38580088094980897,0.2387687819656194
1077,1974,Graduation,Together,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,1077,0,False,0,1,0,1020,0,1,0,0,0,1,11,0,0,1,1,0,0,0,0.36,0.5974570848727033,0.35931990747721426,0.23813717739548906
3712,1959,Graduation,Divorced,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,3712,1,True,0,2,0,259,0,0,1,0,0,0,11,0,0,1,0,1,0,0,0.7,0.5766701340788644,0.3386358402993092,0.23803429377955515
8216,1972,Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,8216,0,False,0,1,2,325,1,0,0,1,0,1,11,0,1,0,1,0,0,0,0.85,0.5545794055788152,0.31987730082238386,0.23470210475643138
273,1970,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,273,1,True,0,2,2,151,0,0,0,1,0,0,11,0,1,0,1,0,1,1,1.04,0.4683238491834034,0.23541648879476493,0.2329073603886385
2408,1976,Graduation,Married,58597.0,1,1,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,3,11,0,2408,0,False,0,1,2,733,1,1,1,1,0,1,11,0,0,1,1,0,1,0,0.91,0.6153756157224253,0.3839772472772377,0.23139836844518757
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,3050,0,False,0,1,2,235,1,0,1,1,0,0,11,0,0,1,1,0,1,0,0.77,0.5237542101862175,0.29241202952547124,0.23134218066074624
6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,3,11,0,6721,0,False,0,1,1,1213,1,1,1,1,0,1,11,0,0,1,1,0,1,1,1.09,0.6973025891739233,0.46746026512796024,0.22984232404596305
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,6086,1,True,0,2,0,1380,0,1,1,0,0,1,11,0,0,1,1,0,0,0,0.84,0.7997997612730666,0.5716426217481266,0.22815713952494
10913,1984,Master,Single,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,10913,1,True,1,2,1,27,0,0,0,0,1,0,11,0,1,0,0,1,0,0,1.04,0.4018643906307147,0.17395428356398468,0.22791010706673004
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,3376,0,False,0,1,1,235,1,0,1,0,0,0,11,0,1,0,0,1,1,0,0.61,0.5430558484134306,0.31889732084974554,0.22415852756368504
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,8737,0,False,0,1,1,43,1,0,0,0,0,0,11,0,0,1,0,1,1,1,0.67,0.47053452553168484,0.24698133587752144,0.2235531896541634
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,5726,0,False,0,1,1,60,1,0,0,1,0,0,11,0,1,0,0,1,0,0,1.19,0.4689150792361274,0.24652436618385926,0.22239071305226815
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,4399,0,False,0,1,0,1091,1,0,1,0,0,1,11,0,0,1,1,0,0,0,0.81,0.6909419992924875,0.4716308233598348,0.21931117593265265
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,9888,0,False,0,1,0,1091,1,0,1,0,0,1,11,0,0,1,1,0,1,1,0.81,0.6909419992924875,0.4716308233598348,0.21931117593265265
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,1044,0,False,0,1,0,596,0,1,1,1,0,1,11,0,0,1,1,0,1,1,0.64,0.6020936122270367,0.3838861496545995,0.21820746257243723
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,9478,0,False,0,1,1,401,1,0,1,0,0,1,11,0,0,1,0,1,1,1,0.81,0.6306289475153478,0.41264489401139426,0.21798405350395356
8566,1961,PhD,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,8566,0,False,0,1,2,9,1,0,0,0,0,0,11,1,0,0,1,0,0,0,0.5700000000000001,0.40705884036379286,0.19060686120214343,0.21645197916164943
965,1971,Graduation,Divorced,55635.0,0,1,2012-11-13,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,3,11,0,965,0,False,0,1,1,590,0,1,1,1,0,1,11,0,0,1,0,1,0,0,0.64,0.5748362066994287,0.36098176796310016,0.21385443873632853
9612,1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,9612,0,False,0,1,0,43,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0.75,0.3954624703366469,0.18248613924091325,0.21297633109573363
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,5985,0,False,0,1,1,122,1,0,0,1,0,0,11,0,1,0,0,1,0,1,1.19,0.46967264618520677,0.2571489568356453,0.21252368934956145
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,10264,1,True,1,2,1,31,0,0,0,0,0,0,11,0,0,1,0,1,0,0,1.35,0.3919251532177116,0.1800593170159612,0.2118658362017504
11176,1970,PhD,Together,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0,11176,0,False,0,1,1,495,1,1,1,0,0,1,11,1,0,0,1,0,0,0,0.5900000000000001,0.6398532713463315,0.4292670548733564,0.2105862164729751
6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,6205,0,False,1,1,1,80,1,0,0,1,0,0,11,0,1,0,0,1,0,0,1.54,0.4753293960119823,0.26474969185172187,0.21057970416026045
9923,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,9923,0,False,0,1,2,92,1,0,0,1,0,0,11,0,1,0,0,1,0,0,0.71,0.47301395153265086,0.26252384812756246,0.2104901034050884
5892,1980,Graduation,Married,34968.0,1,0,2013-04-10,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,3,11,0,5892,0,False,0,1,1,221,1,0,1,1,0,0,11,0,0,1,1,0,1,1,1.25,0.49589516748209206,0.285449951413453,0.21044521606863908
10983,1952,Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,10983,0,False,0,1,0,930,1,1,1,0,0,1,11,0,0,1,1,0,1,1,0.81,0.6979827184131886,0.4898933505658784,0.2080893678473102
8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,8702,0,False,0,1,2,22,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0.5700000000000001,0.3960274616258019,0.18799582023863343,0.20803164138716845
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,232,0,False,0,1,1,530,1,0,1,0,0,0,11,0,0,1,0,1,0,1,0.67,0.6287072437262421,0.42078106792456293,0.20792617580167916
2814,1976,Master,Together,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2814,0,False,0,1,1,31,1,0,0,0,0,0,11,0,1,0,1,0,1,1,0.91,0.4078623164605536,0.20013418403600483,0.20772813242454877
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,8036,0,False,0,1,2,63,1,0,0,1,0,0,11,0,0,0,1,0,0,1,0.8500000000000001,0.4531631256451115,0.2454377023316355,0.20772542331347602
10858,1975,Graduation,Together,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,10858,0,False,0,1,2,820,0,1,1,1,0,1,11,0,0,1,1,0,1,1,0.46,0.6476059367987681,0.44028461225453774,0.20732132454423036
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,7279,0,False,0,1,0,1044,1,0,0,0,0,1,11,1,0,0,1,0,0,1,0.5900000000000001,0.6698265917237689,0.4633212112600077,0.2065053804637612
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,10175,0,False,0,1,1,22,1,0,0,0,0,0,11,1,0,0,0,1,0,0,0.75,0.4133754913228319,0.2076116435056751,0.20576384781715681
9904,1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,9904,0,False,0,1,1,1043,0,1,1,1,0,1,11,0,0,1,1,0,1,1,0.64,0.6555166754785885,0.45106282010746923,0.20445385537111926
9949,1976,Graduation,Married,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,9949,0,False,0,1,2,877,0,0,1,1,1,1,11,0,0,1,1,0,1,0,0.21,0.5754276996983925,0.37243270411726775,0.20299499558112472
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,2371,0,False,0,1,2,81,1,0,0,1,0,0,11,0,0,1,1,0,1,1,1.07,0.4444360302350169,0.24211046604581976,0.20232556418919712
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,4607,0,False,0,1,0,777,1,0,1,0,0,1,11,0,0,1,1,0,0,1,0.81,0.6917844329548833,0.4902301692385215,0.20155426371636187
10841,1975,PhD,Together,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,3,11,0,10841,0,False,0,1,1,484,0,0,1,1,0,1,11,1,0,0,1,0,0,0,0.42,0.5631383368384203,0.3623817440669365,0.20075659277148378
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,850,0,False,0,1,1,757,1,1,1,0,0,1,11,0,0,1,0,1,1,0,0.81,0.6772165940014273,0.4771937185931448,0.2000228754082825
5626,1964,PhD,Single,61798.0,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,3,11,0,5626,0,False,0,1,0,463,1,0,1,0,0,0,11,1,0,0,0,1,0,0,0.45,0.6223525378701751,0.42396297272986583,0.19838956514030925
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,2546,0,False,0,1,1,70,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0.75,0.44508754546888146,0.2468421729849068,0.19824537248397467
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,10356,0,False,0,1,2,32,1,0,0,0,0,0,11,1,0,0,0,1,1,0,0.27,0.4038419124659179,0.2058996625096721,0.1979422499562458
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,6233,0,False,0,1,1,971,1,1,1,1,0,1,11,0,0,1,1,0,1,1,1.09,0.6237719939021455,0.42677222457737496,0.1969997693247706
10241,1975,2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,10241,0,False,0,1,0,14,1,0,0,0,0,0,11,0,0,0,0,1,0,1,0.75,0.39729299617896124,0.20205386084664517,0.19523913533231607
544,1954,Graduation,Married,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,544,0,False,0,1,0,976,0,0,1,0,0,1,11,0,0,1,1,0,1,0,0.36,0.6263087197755466,0.4317233428997129,0.19458537687583366
4201,1962,Graduation,Single,57967.0,0,1,2013-03-03,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,3,11,0,4201,0,False,0,1,1,468,0,0,1,1,0,0,11,0,0,1,0,1,1,0,0.5,0.5600074222702974,0.36738669209391983,0.1926207301763776
4084,1975,Graduation,Together,60934.0,0,1,2014-01-17,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,3,11,0,4084,0,False,0,1,1,873,0,1,1,0,0,1,11,0,0,1,1,0,1,1,0.36,0.6226030456545283,0.43060679087996484,0.19199625477456345
1071,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,3,11,0,1071,0,False,0,1,1,1034,1,1,1,1,0,1,11,1,0,0,0,1,1,1,0.87,0.6601001511680035,0.46858097503906376,0.1915191761289397
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2261,0,False,0,1,1,16,1,0,0,0,0,0,11,0,0,1,1,0,0,0,0.97,0.3861760584526561,0.19481340216128826,0.19136265629136787
193,1996,Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,193,1,True,0,2,0,16,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0.78,0.3885831892827211,0.1982167471192245,0.19036644216349663
9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,9970,0,False,0,1,1,162,1,0,1,0,0,0,11,0,0,1,1,0,1,1,0.67,0.5305508882294243,0.34060646636934355,0.18994442186008076
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1463,0,False,0,1,2,21,1,0,0,0,0,0,11,0,0,1,0,1,1,0,0.49,0.39367725076364235,0.2042078953552594,0.18946935540838294
975,1956,Graduation,Single,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,3,11,0,975,0,False,0,1,2,264,1,0,1,1,0,0,11,0,0,1,0,1,1,1,0.77,0.48737592020963905,0.2991813634451466,0.18819455676449243
8805,1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,8805,0,False,0,1,1,371,1,1,0,1,1,0,11,0,0,1,0,1,0,1,0.7,0.5165727139112161,0.3284595794799277,0.18811313443128835
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4459,0,False,0,1,1,37,1,0,0,0,1,0,11,0,0,1,0,1,1,0,0.72,0.37345127606101775,0.18624018538408035,0.1872110906769374
9971,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,9971,0,False,0,1,1,506,1,0,1,0,0,1,11,1,0,0,1,0,0,1,0.5900000000000001,0.6303772178061748,0.4434954313245151,0.18688178648165976
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,938,1,True,0,2,2,87,1,0,0,0,1,0,11,0,0,1,1,0,1,0,0.72,0.44993716455394794,0.26306481608094817,0.18687234847299977
1406,1975,Graduation,Single,53201.0,1,1,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,3,11,0,1406,0,False,0,1,2,415,0,1,1,1,0,1,11,0,0,1,0,1,1,0,0.46,0.5111403143742324,0.3248206528613126,0.18631966151291973
10141,1960,Master,Divorced,39228.0,0,0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,10141,0,False,0,1,0,20,1,0,0,0,0,0,11,0,1,0,0,1,0,1,0.91,0.41451294112805787,0.22821628726699175,0.1862966538610661
2681,1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,2681,0,False,0,1,0,461,1,0,1,0,0,1,11,0,0,0,1,0,1,1,0.5900000000000001,0.6315867239292475,0.4454268938512767,0.18615983007797082
10352,1963,Graduation,Widow,34213.0,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,10352,0,False,1,1,2,117,1,0,0,1,1,0,11,0,0,1,0,1,0,0,1.17,0.4328267896398842,0.24674498961745758,0.1860818000224266
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,7426,0,False,0,1,2,198,0,0,1,1,0,0,11,0,0,0,1,0,1,0,0.1,0.4455222509859086,0.2598730934333972,0.18564915755251138
8360,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,8360,0,False,0,1,2,198,0,0,1,1,0,0,11,0,0,0,1,0,0,0,0.1,0.4455222509859086,0.2598730934333972,0.18564915755251138
5935,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,5935,0,False,0,1,1,764,0,1,1,1,0,1,11,0,1,0,0,1,0,1,0.5800000000000001,0.5790188303801838,0.3935908856264203,0.18542794475376345
2613,1960,Master,Married,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,2613,0,False,0,1,1,237,1,0,1,0,0,1,11,0,1,0,1,0,0,0,0.75,0.5499340156616435,0.364667830516457,0.18526618514518645
9733,1978,Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,9733,1,True,0,2,1,80,0,0,0,0,0,0,11,0,0,0,1,0,1,1,0.78,0.4059725011986642,0.2208117991310348,0.18516070206762938
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,3,11,0,10524,0,False,0,1,1,795,1,0,1,1,0,1,11,0,1,0,0,1,0,0,1.03,0.5914934644599976,0.40821746519188995,0.18327599926810767
7485,1950,PhD,Widow,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,7485,0,False,0,1,2,138,0,0,0,1,0,0,11,1,0,0,0,1,1,0,0.1,0.43607187674995335,0.25462480193812215,0.1814470748118312
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,9504,0,False,1,1,0,1008,1,0,1,0,0,1,11,0,1,0,1,0,1,1,1.1,0.7158133407900322,0.5347946825199114,0.18101865827012087
6715,1948,PhD,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,6715,0,False,0,1,1,685,1,1,1,1,0,0,11,1,0,0,0,1,1,1,0.73,0.6068213455404317,0.4264525343631967,0.18036881117723497
6376,1979,Graduation,Single,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0,6376,0,False,0,1,1,545,0,0,1,1,0,1,11,0,0,1,0,1,0,0,0.64,0.5646355745584323,0.3842959084101528,0.18033966614827945
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3525,0,False,0,1,2,17,1,0,0,0,0,0,11,0,0,1,1,0,0,1,0.79,0.3825990038918725,0.20250845249990543,0.18009055139196709
2285,1954,Master,Together,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,2285,0,False,0,1,1,335,1,1,1,1,0,0,11,0,1,0,1,0,0,0,1.19,0.5049027822695429,0.32528361822227486,0.17961916404726802
